,TF,targetGene,Region,chrom,start,end
484,HOXC9,BAZ1B,Enhancer,chr7,73594918,73595917
485,HOXC9,BAZ1B,Enhancer,chr7,74078062,74079061
486,HOXC9,BAZ1B,Enhancer,chr7,73895141,73896140
487,HOXD10,BAZ1B,Enhancer,chr7,73925339,73926338
488,NKX2-6,BAZ1B,Enhancer,chr7,73784685,73785684
489,NKX2-6,BAZ1B,Enhancer,chr7,73696786,73697785
490,NKX2-6,BAZ1B,Enhancer,chr7,73447661,73448660
491,NKX2-6,BAZ1B,Enhancer,chr7,73786027,73787026
492,NKX2-6,BAZ1B,Enhancer,chr7,73879058,73880057
493,NKX2-6,BAZ1B,Enhancer,chr7,73594268,73595267
494,NKX2-6,BAZ1B,Enhancer,chr7,73893980,73894979
495,NR5A1,BAZ1B,Enhancer,chr7,73738758,73739757
496,NR5A1,BAZ1B,Enhancer,chr7,73879500,73880499
497,NR5A1,BAZ1B,Enhancer,chr7,73869977,73870976
498,NR5A1,BAZ1B,Enhancer,chr7,73890681,73891680
499,NR5A1,BAZ1B,Enhancer,chr7,73786027,73787026
530,SPZ1,BAZ1B,Enhancer,chr7,73928248,73929247
531,SPZ1,BAZ1B,Enhancer,chr7,73117174,73118173
532,SPZ1,BAZ1B,Enhancer,chr7,73738758,73739757
534,SPZ1,BAZ1B,Enhancer,chr7,73696786,73697785
535,SPZ1,BAZ1B,Enhancer,chr7,73786027,73787026
536,SPZ1,BAZ1B,Enhancer,chr7,73454117,73455116
537,SPZ1,BAZ1B,Enhancer,chr7,73609538,73610537
538,SPZ1,BAZ1B,Enhancer,chr7,73445311,73446310
539,SPZ1,BAZ1B,Enhancer,chr7,73446755,73447754
540,SPZ1,BAZ1B,Enhancer,chr7,73909190,73910189
541,SPZ1,BAZ1B,Enhancer,chr7,73608938,73609937
542,SPZ1,BAZ1B,Enhancer,chr7,73784420,73785419
543,SPZ1,BAZ1B,Enhancer,chr7,73119521,73120520
549,TLX3,BAZ1B,Enhancer,chr7,73120512,73121511
550,TLX3,BAZ1B,Enhancer,chr7,73891874,73892873
551,TLX3,BAZ1B,Enhancer,chr7,73893231,73894230
552,TLX3,BAZ1B,Enhancer,chr7,73697865,73698864
553,TLX3,BAZ1B,Enhancer,chr7,73121240,73122239
554,TLX3,BAZ1B,Enhancer,chr7,73721806,73722805
555,AIRE,GALNT15,Enhancer,chr3,15974811,15975810
556,AR,GALNT15,Enhancer,chr3,16101517,16102516
557,AR,GALNT15,Enhancer,chr3,16100255,16101254
558,AR,GALNT15,Enhancer,chr3,16174104,16175103
559,AR,GALNT15,Enhancer,chr3,15977452,15978451
560,AR,GALNT15,Enhancer,chr3,16097434,16098433
561,AR,GALNT15,Enhancer,chr3,16219604,16220603
562,AR,GALNT15,Enhancer,chr3,16096761,16097760
563,AR,GALNT15,Enhancer,chr3,16294190,16295189
564,AR,GALNT15,Enhancer,chr3,15689818,15690817
565,AR,GALNT15,Enhancer,chr3,16189508,16190507
566,AR,GALNT15,Enhancer,chr3,16224873,16225872
567,AR,GALNT15,Enhancer,chr3,15673763,15674762
568,AR,GALNT15,Enhancer,chr3,16220891,16221890
569,AR,GALNT15,Enhancer,chr3,16222605,16223604
570,AR,GALNT15,Enhancer,chr3,16095613,16096612
571,AR,GALNT15,Enhancer,chr3,16103766,16104765
572,AR,GALNT15,Enhancer,chr3,15695958,15696957
573,AR,GALNT15,Enhancer,chr3,15676445,15677444
574,AR,GALNT15,Enhancer,chr3,16190032,16191031
575,AR,GALNT15,Enhancer,chr3,16102110,16103109
576,AR,GALNT15,Enhancer,chr3,15974811,15975810
577,AR,GALNT15,Enhancer,chr3,16104838,16105837
578,AR,GALNT15,Enhancer,chr3,15688168,15689167
579,AR,GALNT15,Enhancer,chr3,15687209,15688208
580,AR,GALNT15,Enhancer,chr3,15727106,15728105
581,AR,GALNT15,Enhancer,chr3,16294782,16295781
582,BCL6,GALNT15,Enhancer,chr3,16097434,16098433
583,BCL6,GALNT15,Enhancer,chr3,15688168,15689167
584,BCL6,GALNT15,Enhancer,chr3,16103766,16104765
585,BCL6,GALNT15,Enhancer,chr3,16222605,16223604
586,CBFB,GALNT15,Enhancer,chr3,16294190,16295189
587,CBFB,GALNT15,Enhancer,chr3,15688793,15689792
588,CBFB,GALNT15,Enhancer,chr3,16099723,16100722
589,CBFB,GALNT15,Enhancer,chr3,15676445,15677444
590,CDX4,GALNT15,Enhancer,chr3,16127096,16128095
591,CDX4,GALNT15,Enhancer,chr3,16099723,16100722
592,CDX4,GALNT15,Enhancer,chr3,15727106,15728105
593,CDX4,GALNT15,Enhancer,chr3,16126111,16127110
594,CTCFL,GALNT15,Enhancer,chr3,15688793,15689792
595,CTCFL,GALNT15,Enhancer,chr3,16219604,16220603
597,DMRT2,GALNT15,Enhancer,chr3,16294782,16295781
598,DUXA,GALNT15,Enhancer,chr3,15689818,15690817
599,ELF1,GALNT15,Enhancer,chr3,15727106,15728105
600,ELF1,GALNT15,Enhancer,chr3,15977452,15978451
601,ELF1,GALNT15,Enhancer,chr3,16222605,16223604
602,ELF5,GALNT15,Enhancer,chr3,16099723,16100722
603,ELF5,GALNT15,Enhancer,chr3,16096761,16097760
604,FOXB2,GALNT15,Enhancer,chr3,15678735,15679734
605,FOXB2,GALNT15,Enhancer,chr3,16177883,16178882
606,FOXB2,GALNT15,Enhancer,chr3,15674384,15675383
607,FOXB2,GALNT15,Enhancer,chr3,16190032,16191031
608,FOXB2,GALNT15,Enhancer,chr3,15794301,15795300
609,FOXB2,GALNT15,Enhancer,chr3,16092188,16093187
610,FOXB2,GALNT15,Enhancer,chr3,15688793,15689792
611,FOXB2,GALNT15,Enhancer,chr3,15695958,15696957
612,FOXB2,GALNT15,Enhancer,chr3,16174104,16175103
613,FOXB2,GALNT15,Enhancer,chr3,16100255,16101254
614,FOXB2,GALNT15,Enhancer,chr3,16096761,16097760
615,FOXB2,GALNT15,Enhancer,chr3,16224873,16225872
616,FOXB2,GALNT15,Enhancer,chr3,16127096,16128095
617,FOXB2,GALNT15,Enhancer,chr3,15973625,15974624
618,FOXB2,GALNT15,Enhancer,chr3,16101517,16102516
619,FOXB2,GALNT15,Enhancer,chr3,15674949,15675948
620,FOXB2,GALNT15,Enhancer,chr3,16102673,16103672
621,FOXB2,GALNT15,Enhancer,chr3,16095613,16096612
622,FOXB2,GALNT15,Enhancer,chr3,16127905,16128904
623,FOXB2,GALNT15,Enhancer,chr3,15977452,15978451
624,FOXB2,GALNT15,Enhancer,chr3,15976015,15977014
625,FOXB2,GALNT15,Enhancer,chr3,15735783,15736782
626,FOXB2,GALNT15,Enhancer,chr3,16296156,16297155
627,FOXB2,GALNT15,Enhancer,chr3,15727106,15728105
628,FOXI1,GALNT15,Enhancer,chr3,15678735,15679734
629,FOXI1,GALNT15,Enhancer,chr3,15695958,15696957
630,FOXI1,GALNT15,Enhancer,chr3,15735783,15736782
631,FOXI1,GALNT15,Enhancer,chr3,16095613,16096612
632,FOXI1,GALNT15,Enhancer,chr3,15727106,15728105
633,FOXI1,GALNT15,Enhancer,chr3,15688793,15689792
634,FOXI1,GALNT15,Enhancer,chr3,16177883,16178882
635,FOXL1,GALNT15,Enhancer,chr3,15678735,15679734
636,FOXL1,GALNT15,Enhancer,chr3,15977452,15978451
637,FOXL1,GALNT15,Enhancer,chr3,15727106,15728105
638,FOXL1,GALNT15,Enhancer,chr3,15674384,15675383
639,GATA5,GALNT15,Enhancer,chr3,16174104,16175103
640,HAND1,GALNT15,Enhancer,chr3,15687209,15688208
641,HAND1,GALNT15,Enhancer,chr3,16104472,16105471
642,HAND1,GALNT15,Enhancer,chr3,15973625,15974624
643,HAND2,GALNT15,Enhancer,chr3,16104472,16105471
644,HAND2,GALNT15,Enhancer,chr3,15973625,15974624
645,HAND2,GALNT15,Enhancer,chr3,15687209,15688208
646,HOXA13,GALNT15,Enhancer,chr3,16127096,16128095
647,HOXA13,GALNT15,Enhancer,chr3,15673763,15674762
648,HOXA2,GALNT15,Enhancer,chr3,16224873,16225872
649,HOXA2,GALNT15,Enhancer,chr3,15973625,15974624
650,HOXA2,GALNT15,Enhancer,chr3,15976015,15977014
651,HOXA2,GALNT15,Enhancer,chr3,16095613,16096612
652,HOXB1,GALNT15,Enhancer,chr3,15673763,15674762
653,HOXB1,GALNT15,Enhancer,chr3,16177883,16178882
654,HOXB1,GALNT15,Enhancer,chr3,15676445,15677444
655,HOXB1,GALNT15,Enhancer,chr3,16127905,16128904
656,HOXB1,GALNT15,Enhancer,chr3,15675364,15676363
657,HOXB1,GALNT15,Enhancer,chr3,16127096,16128095
658,HOXB9,GALNT15,Enhancer,chr3,16294782,16295781
659,HOXB9,GALNT15,Enhancer,chr3,16190032,16191031
660,HOXB9,GALNT15,Enhancer,chr3,16095613,16096612
661,HOXB9,GALNT15,Enhancer,chr3,16097434,16098433
662,HOXB9,GALNT15,Enhancer,chr3,16126111,16127110
663,HOXB9,GALNT15,Enhancer,chr3,16099723,16100722
664,HOXB9,GALNT15,Enhancer,chr3,15675364,15676363
665,HOXB9,GALNT15,Enhancer,chr3,15673763,15674762
666,HOXD1,GALNT15,Enhancer,chr3,16177883,16178882
667,HOXD1,GALNT15,Enhancer,chr3,15735783,15736782
668,HOXD1,GALNT15,Enhancer,chr3,15676445,15677444
669,HOXD1,GALNT15,Enhancer,chr3,16294782,16295781
670,HOXD1,GALNT15,Enhancer,chr3,15727106,15728105
671,HOXD1,GALNT15,Enhancer,chr3,15673763,15674762
672,HOXD1,GALNT15,Enhancer,chr3,16099723,16100722
673,HOXD1,GALNT15,Enhancer,chr3,15675364,15676363
674,HOXD1,GALNT15,Enhancer,chr3,16097434,16098433
675,HOXD1,GALNT15,Enhancer,chr3,16127096,16128095
676,HOXD13,GALNT15,Enhancer,chr3,16294782,16295781
677,HOXD13,GALNT15,Enhancer,chr3,15673763,15674762
678,HOXD13,GALNT15,Enhancer,chr3,16127096,16128095
679,HOXD13,GALNT15,Enhancer,chr3,16097434,16098433
680,IRX1,GALNT15,Enhancer,chr3,16092723,16093722
681,IRX1,GALNT15,Enhancer,chr3,16219604,16220603
682,IRX1,GALNT15,Enhancer,chr3,16097434,16098433
683,IRX4,GALNT15,Enhancer,chr3,16219604,16220603
684,IRX4,GALNT15,Enhancer,chr3,16092723,16093722
685,IRX4,GALNT15,Enhancer,chr3,16097434,16098433
686,LHX2,GALNT15,Enhancer,chr3,16224873,16225872
687,MNX1,GALNT15,Enhancer,chr3,16174104,16175103
688,NEUROG3,GALNT15,Enhancer,chr3,16224873,16225872
689,NEUROG3,GALNT15,Enhancer,chr3,15674949,15675948
690,NEUROG3,GALNT15,Enhancer,chr3,16100255,16101254
691,NEUROG3,GALNT15,Enhancer,chr3,15696384,15697383
692,NFYC,GALNT15,Enhancer,chr3,15688793,15689792
693,NKX2-4,GALNT15,Enhancer,chr3,16099723,16100722
694,NKX2-4,GALNT15,Enhancer,chr3,15974811,15975810
695,NOBOX,GALNT15,Enhancer,chr3,16096761,16097760
696,NOBOX,GALNT15,Enhancer,chr3,15735783,15736782
697,NOTO,GALNT15,Enhancer,chr3,16224873,16225872
698,NR1H4,GALNT15,Enhancer,chr3,16126111,16127110
699,NR2E1,GALNT15,Enhancer,chr3,15976015,15977014
700,NR2E1,GALNT15,Enhancer,chr3,16190032,16191031
701,NR2E1,GALNT15,Enhancer,chr3,15735783,15736782
702,NR2E1,GALNT15,Enhancer,chr3,15674949,15675948
703,NR2E1,GALNT15,Enhancer,chr3,15727106,15728105
704,NR2E1,GALNT15,Enhancer,chr3,15973625,15974624
705,NR2E1,GALNT15,Enhancer,chr3,15695958,15696957
706,NR5A2,GALNT15,Enhancer,chr3,15976015,15977014
707,NR5A2,GALNT15,Enhancer,chr3,15688793,15689792
708,NR5A2,GALNT15,Enhancer,chr3,15674949,15675948
709,NR5A2,GALNT15,Enhancer,chr3,16222605,16223604
710,OTP,GALNT15,Enhancer,chr3,15695958,15696957
711,OTP,GALNT15,Enhancer,chr3,15977452,15978451
712,POU3F3,GALNT15,Enhancer,chr3,15696384,15697383
713,POU3F3,GALNT15,Enhancer,chr3,16188951,16189950
714,POU3F3,GALNT15,Enhancer,chr3,16177883,16178882
715,POU3F3,GALNT15,Enhancer,chr3,15727106,15728105
716,SIX4,GALNT15,Enhancer,chr3,16100255,16101254
717,SOX4,GALNT15,Enhancer,chr3,16189508,16190507
718,SOX4,GALNT15,Enhancer,chr3,15695958,15696957
719,SOX4,GALNT15,Enhancer,chr3,16224873,16225872
720,SOX4,GALNT15,Enhancer,chr3,15727106,15728105
721,SP1,GALNT15,Enhancer,chr3,16222605,16223604
722,SP1,GALNT15,Enhancer,chr3,16177883,16178882
724,SP1,GALNT15,Enhancer,chr3,15688793,15689792
725,SP1,GALNT15,Enhancer,chr3,16219604,16220603
726,SP1,GALNT15,Enhancer,chr3,15794301,15795300
727,SP1,GALNT15,Enhancer,chr3,16092188,16093187
728,SP1,GALNT15,Enhancer,chr3,16126111,16127110
729,SP1,GALNT15,Enhancer,chr3,15687209,15688208
730,SP1,GALNT15,Enhancer,chr3,16127905,16128904
731,SP1,GALNT15,Enhancer,chr3,15673763,15674762
732,SP1,GALNT15,Enhancer,chr3,16220891,16221890
733,SP1,GALNT15,Enhancer,chr3,16224873,16225872
734,SP1,GALNT15,Enhancer,chr3,16104472,16105471
735,SPIB,GALNT15,Enhancer,chr3,16106076,16107075
736,SPIB,GALNT15,Enhancer,chr3,16222605,16223604
737,SPIB,GALNT15,Enhancer,chr3,15727106,15728105
738,SPZ1,GALNT15,Enhancer,chr3,16219604,16220603
739,SPZ1,GALNT15,Enhancer,chr3,15976015,15977014
740,SPZ1,GALNT15,Enhancer,chr3,15688793,15689792
741,SPZ1,GALNT15,Enhancer,chr3,16093240,16094239
742,SPZ1,GALNT15,Enhancer,chr3,16104838,16105837
743,SPZ1,GALNT15,Enhancer,chr3,16188951,16189950
744,TBX21,GALNT15,Enhancer,chr3,15976015,15977014
745,TBX21,GALNT15,Enhancer,chr3,15673763,15674762
746,TBX21,GALNT15,Enhancer,chr3,16127096,16128095
747,TBX21,GALNT15,Enhancer,chr3,16219604,16220603
748,TFDP3,GALNT15,Enhancer,chr3,16220891,16221890
749,TGIF2LY,GALNT15,Enhancer,chr3,16106076,16107075
750,TLX3,GALNT15,Enhancer,chr3,15977452,15978451
751,TLX3,GALNT15,Enhancer,chr3,16092723,16093722
752,TLX3,GALNT15,Enhancer,chr3,16096761,16097760
753,TLX3,GALNT15,Enhancer,chr3,15688793,15689792
780,BRCA1,GALNT15,Enhancer,chr3,16190032,16191031
781,BRCA1,GALNT15,Enhancer,chr3,16099723,16100722
790,FOXD4L1,GALNT15,Enhancer,chr3,15976015,15977014
791,FOXD4L1,GALNT15,Enhancer,chr3,16101517,16102516
792,FOXD4L1,GALNT15,Enhancer,chr3,15727106,15728105
793,FOXD4L1,GALNT15,Enhancer,chr3,16174104,16175103
794,FOXD4L1,GALNT15,Enhancer,chr3,16102673,16103672
795,FOXD4L1,GALNT15,Enhancer,chr3,15674949,15675948
796,FOXD4L1,GALNT15,Enhancer,chr3,15735783,15736782
797,FOXD4L1,GALNT15,Enhancer,chr3,15973625,15974624
798,FOXD4L1,GALNT15,Enhancer,chr3,15974811,15975810
799,FOXD4L1,GALNT15,Enhancer,chr3,16095613,16096612
800,FOXD4L1,GALNT15,Enhancer,chr3,15695958,15696957
801,FOXD4L1,GALNT15,Enhancer,chr3,16092188,16093187
802,FOXD4L1,GALNT15,Enhancer,chr3,16190032,16191031
803,FOXD4L1,GALNT15,Enhancer,chr3,16096761,16097760
804,FOXD4L1,GALNT15,Enhancer,chr3,15674384,15675383
805,FOXD4L1,GALNT15,Enhancer,chr3,15977452,15978451
806,FOXD4L1,GALNT15,Enhancer,chr3,16177883,16178882
807,FOXD4L1,GALNT15,Enhancer,chr3,15794301,15795300
808,FOXD4L1,GALNT15,Enhancer,chr3,16127905,16128904
809,FOXD4L1,GALNT15,Enhancer,chr3,16224873,16225872
810,FOXD4L1,GALNT15,Enhancer,chr3,16100255,16101254
811,FOXD4L1,GALNT15,Enhancer,chr3,16296156,16297155
812,FOXD4L1,GALNT15,Enhancer,chr3,15688793,15689792
813,FOXD4L1,GALNT15,Enhancer,chr3,15678735,15679734
814,FOXD4L1,GALNT15,Enhancer,chr3,16127096,16128095
815,FOXD4L1,GALNT15,Enhancer,chr3,16103766,16104765
816,FOXE1,GALNT15,Enhancer,chr3,15977452,15978451
817,FOXE1,GALNT15,Enhancer,chr3,16102673,16103672
818,FOXE1,GALNT15,Enhancer,chr3,15674384,15675383
819,FOXE1,GALNT15,Enhancer,chr3,15794301,15795300
820,FOXE1,GALNT15,Enhancer,chr3,15973625,15974624
821,FOXE1,GALNT15,Enhancer,chr3,16190032,16191031
822,FOXE1,GALNT15,Enhancer,chr3,16127096,16128095
823,FOXE1,GALNT15,Enhancer,chr3,15674949,15675948
824,FOXE1,GALNT15,Enhancer,chr3,16177883,16178882
825,FOXE1,GALNT15,Enhancer,chr3,15735783,15736782
826,FOXE1,GALNT15,Enhancer,chr3,16092188,16093187
827,FOXE1,GALNT15,Enhancer,chr3,16296156,16297155
828,FOXE1,GALNT15,Enhancer,chr3,16100255,16101254
829,FOXE1,GALNT15,Enhancer,chr3,15727106,15728105
830,FOXE1,GALNT15,Enhancer,chr3,15695958,15696957
831,FOXE1,GALNT15,Enhancer,chr3,16224873,16225872
832,FOXE1,GALNT15,Enhancer,chr3,16174104,16175103
833,FOXE1,GALNT15,Enhancer,chr3,16101517,16102516
834,FOXE1,GALNT15,Enhancer,chr3,15976015,15977014
835,FOXE1,GALNT15,Enhancer,chr3,16127905,16128904
836,FOXE1,GALNT15,Enhancer,chr3,16095613,16096612
837,FOXE1,GALNT15,Enhancer,chr3,15678735,15679734
838,FOXE1,GALNT15,Enhancer,chr3,15688793,15689792
839,FOXE1,GALNT15,Enhancer,chr3,16096761,16097760
840,GCM1,GALNT15,Enhancer,chr3,16294782,16295781
841,GCM1,GALNT15,Enhancer,chr3,16221503,16222502
843,HOXA11,GALNT15,Enhancer,chr3,15727106,15728105
844,HOXA11,GALNT15,Enhancer,chr3,16126111,16127110
845,HOXA11,GALNT15,Enhancer,chr3,16099723,16100722
846,HOXA11,GALNT15,Enhancer,chr3,16127096,16128095
847,HOXA11,GALNT15,Enhancer,chr3,16097434,16098433
848,HOXA11,GALNT15,Enhancer,chr3,15675364,15676363
849,HOXA11,GALNT15,Enhancer,chr3,16294782,16295781
867,NKX2-6,GALNT15,Enhancer,chr3,16099723,16100722
868,NKX2-6,GALNT15,Enhancer,chr3,15974811,15975810
871,PATZ1,GALNT15,Enhancer,chr3,15687209,15688208
872,PITX2,GALNT15,Enhancer,chr3,15977452,15978451
873,PITX2,GALNT15,Enhancer,chr3,15676445,15677444
874,PITX2,GALNT15,Enhancer,chr3,16224873,16225872
875,PITX2,GALNT15,Enhancer,chr3,16294190,16295189
876,PITX2,GALNT15,Enhancer,chr3,16104838,16105837
877,PITX2,GALNT15,Enhancer,chr3,16174104,16175103
878,PITX2,GALNT15,Enhancer,chr3,15695958,15696957
879,PITX2,GALNT15,Enhancer,chr3,15675859,15676858
884,POU5F1B,GALNT15,Enhancer,chr3,16188951,16189950
885,RAX,GALNT15,Enhancer,chr3,16096761,16097760
887,SOX1,GALNT15,Enhancer,chr3,15674949,15675948
888,SOX1,GALNT15,Enhancer,chr3,15977452,15978451
889,SOX1,GALNT15,Enhancer,chr3,15695958,15696957
890,SOX1,GALNT15,Enhancer,chr3,16219604,16220603
891,SOX1,GALNT15,Enhancer,chr3,15974811,15975810
892,SOX1,GALNT15,Enhancer,chr3,15727106,15728105
893,SOX1,GALNT15,Enhancer,chr3,15973625,15974624
894,SOX1,GALNT15,Enhancer,chr3,15678735,15679734
895,SOX1,GALNT15,Enhancer,chr3,16189508,16190507
896,SOX1,GALNT15,Enhancer,chr3,16102110,16103109
897,SOX1,GALNT15,Enhancer,chr3,15689818,15690817
898,SOX1,GALNT15,Enhancer,chr3,16099723,16100722
899,SOX1,GALNT15,Enhancer,chr3,16224873,16225872
900,SOX1,GALNT15,Enhancer,chr3,15688168,15689167
901,SOX1,GALNT15,Enhancer,chr3,15794301,15795300
902,SOX1,GALNT15,Enhancer,chr3,16095613,16096612
907,STAT3,GALNT15,Enhancer,chr3,15673763,15674762
908,STAT3,GALNT15,Enhancer,chr3,16092188,16093187
909,STAT3,GALNT15,Enhancer,chr3,16100255,16101254
910,STAT3,GALNT15,Enhancer,chr3,16097434,16098433
911,STAT3,GALNT15,Enhancer,chr3,16177883,16178882
912,STAT3,GALNT15,Enhancer,chr3,16106076,16107075
913,STAT3,GALNT15,Enhancer,chr3,15689818,15690817
914,STAT3,GALNT15,Enhancer,chr3,15735783,15736782
915,STAT5A,GALNT15,Enhancer,chr3,16095613,16096612
916,STAT5A,GALNT15,Enhancer,chr3,16296156,16297155
917,STAT5A,GALNT15,Enhancer,chr3,15673763,15674762
918,STAT5A,GALNT15,Enhancer,chr3,16294190,16295189
919,STAT5A,GALNT15,Enhancer,chr3,16100255,16101254
920,TBX10,GALNT15,Enhancer,chr3,16126111,16127110
921,TBX10,GALNT15,Enhancer,chr3,16097434,16098433
922,TBX10,GALNT15,Enhancer,chr3,15688793,15689792
923,TBX10,GALNT15,Enhancer,chr3,16096761,16097760
924,TBX10,GALNT15,Enhancer,chr3,16106076,16107075
925,BARHL1,TMEM106C,Enhancer,chr12,48135288,48136287
926,BARHL2,TMEM106C,Enhancer,chr12,48135288,48136287
927,CREM,TMEM106C,Enhancer,chr12,48122691,48123690
928,ESX1,TMEM106C,Enhancer,chr12,48208686,48209685
929,FOXA3,TMEM106C,Enhancer,chr12,48203651,48204650
930,FOXA3,TMEM106C,Enhancer,chr12,48111089,48112088
931,FOXB2,TMEM106C,Enhancer,chr12,48223064,48224063
932,FOXB2,TMEM106C,Enhancer,chr12,48116384,48117383
933,FOXB2,TMEM106C,Enhancer,chr12,48197706,48198705
934,FOXB2,TMEM106C,Enhancer,chr12,48135288,48136287
935,FOXB2,TMEM106C,Enhancer,chr12,48194665,48195664
936,FOXB2,TMEM106C,Enhancer,chr12,48807485,48808484
937,FOXB2,TMEM106C,Enhancer,chr12,48198893,48199892
938,FOXB2,TMEM106C,Enhancer,chr12,48111953,48112952
939,FOXB2,TMEM106C,Enhancer,chr12,48164473,48165472
940,FOXB2,TMEM106C,Enhancer,chr12,48203651,48204650
941,FOXB2,TMEM106C,Enhancer,chr12,48202393,48203392
942,FOXB2,TMEM106C,Enhancer,chr12,48117059,48118058
943,FOXB2,TMEM106C,Enhancer,chr12,48145066,48146065
944,FOXB2,TMEM106C,Enhancer,chr12,48195084,48196083
945,FOXB2,TMEM106C,Enhancer,chr12,48109823,48110822
946,FOXB2,TMEM106C,Enhancer,chr12,48111089,48112088
947,FOXB2,TMEM106C,Enhancer,chr12,48123823,48124822
948,FOXD2,TMEM106C,Enhancer,chr12,48195084,48196083
949,FOXD2,TMEM106C,Enhancer,chr12,48164473,48165472
950,FOXD3,TMEM106C,Enhancer,chr12,48111089,48112088
951,FOXD3,TMEM106C,Enhancer,chr12,48203651,48204650
952,FOXD3,TMEM106C,Enhancer,chr12,48145066,48146065
953,FOXD3,TMEM106C,Enhancer,chr12,48123823,48124822
954,FOXD3,TMEM106C,Enhancer,chr12,48135288,48136287
955,FOXD3,TMEM106C,Enhancer,chr12,48195084,48196083
956,FOXI1,TMEM106C,Enhancer,chr12,48203651,48204650
957,FOXI1,TMEM106C,Enhancer,chr12,48109823,48110822
958,FOXI1,TMEM106C,Enhancer,chr12,48111089,48112088
959,FOXI1,TMEM106C,Enhancer,chr12,48145066,48146065
960,GFI1B,TMEM106C,Enhancer,chr12,48116384,48117383
961,GMEB2,TMEM106C,Enhancer,chr12,48158910,48159909
963,HINFP,TMEM106C,Enhancer,chr12,48191886,48192885
964,HINFP,TMEM106C,Enhancer,chr12,48164473,48165472
965,HOXA11,TMEM106C,Enhancer,chr12,48116384,48117383
966,HOXA11,TMEM106C,Enhancer,chr12,48806889,48807888
967,HOXA6,TMEM106C,Enhancer,chr12,48807485,48808484
968,HOXA6,TMEM106C,Enhancer,chr12,48111953,48112952
969,HOXA6,TMEM106C,Enhancer,chr12,48123823,48124822
970,HOXA6,TMEM106C,Enhancer,chr12,48222093,48223092
971,HOXC13,TMEM106C,Enhancer,chr12,48209509,48210508
972,HOXC6,TMEM106C,Enhancer,chr12,48123823,48124822
973,HOXC9,TMEM106C,Enhancer,chr12,48116384,48117383
974,HOXC9,TMEM106C,Enhancer,chr12,48806889,48807888
975,HOXC9,TMEM106C,Enhancer,chr12,48222093,48223092
976,HOXD13,TMEM106C,Enhancer,chr12,48179197,48180196
977,HOXD13,TMEM106C,Enhancer,chr12,48209509,48210508
978,HOXD3,TMEM106C,Enhancer,chr12,48222093,48223092
979,HOXD3,TMEM106C,Enhancer,chr12,48123823,48124822
980,HOXD3,TMEM106C,Enhancer,chr12,48807485,48808484
981,HOXD3,TMEM106C,Enhancer,chr12,48111953,48112952
982,LHX3,TMEM106C,Enhancer,chr12,48202393,48203392
983,LHX5,TMEM106C,Enhancer,chr12,48202393,48203392
984,NEUROG3,TMEM106C,Enhancer,chr12,48122691,48123690
985,NEUROG3,TMEM106C,Enhancer,chr12,48108823,48109822
987,NEUROG3,TMEM106C,Enhancer,chr12,48129131,48130130
988,NEUROG3,TMEM106C,Enhancer,chr12,48145066,48146065
989,NEUROG3,TMEM106C,Enhancer,chr12,48146474,48147473
990,NEUROG3,TMEM106C,Enhancer,chr12,48192925,48193924
991,NEUROG3,TMEM106C,Enhancer,chr12,48136661,48137660
992,NEUROG3,TMEM106C,Enhancer,chr12,48179791,48180790
993,NEUROG3,TMEM106C,Enhancer,chr12,48135288,48136287
994,NEUROG3,TMEM106C,Enhancer,chr12,48133437,48134436
995,NEUROG3,TMEM106C,Enhancer,chr12,48196680,48197679
996,NKX2-6,TMEM106C,Enhancer,chr12,48175010,48176009
997,NKX2-6,TMEM106C,Enhancer,chr12,48204423,48205422
998,NKX2-6,TMEM106C,Enhancer,chr12,48132930,48133929
999,NKX2-6,TMEM106C,Enhancer,chr12,48223064,48224063
1000,NKX2-6,TMEM106C,Enhancer,chr12,48140595,48141594
1001,NKX2-6,TMEM106C,Enhancer,chr12,48202000,48202999
1002,NKX2-6,TMEM106C,Enhancer,chr12,48132229,48133228
1003,NKX2-6,TMEM106C,Enhancer,chr12,48108315,48109314
1004,NKX2-6,TMEM106C,Enhancer,chr12,48222093,48223092
1005,PAX1,TMEM106C,Enhancer,chr12,48156960,48157959
1006,PAX5,TMEM106C,Enhancer,chr12,48116384,48117383
1007,PAX5,TMEM106C,Enhancer,chr12,48129131,48130130
1008,PAX5,TMEM106C,Enhancer,chr12,48179197,48180196
1009,PAX5,TMEM106C,Enhancer,chr12,48145066,48146065
1010,PAX5,TMEM106C,Enhancer,chr12,48133944,48134943
1011,PAX5,TMEM106C,Enhancer,chr12,48208686,48209685
1012,PAX5,TMEM106C,Enhancer,chr12,48156960,48157959
1013,PAX5,TMEM106C,Enhancer,chr12,48222093,48223092
1014,PAX5,TMEM106C,Enhancer,chr12,48180383,48181382
1015,PAX5,TMEM106C,Enhancer,chr12,48192925,48193924
1016,PKNOX1,TMEM106C,Enhancer,chr12,48111953,48112952
1017,POU4F2,TMEM106C,Enhancer,chr12,48136160,48137159
1018,POU4F2,TMEM106C,Enhancer,chr12,48194665,48195664
1019,PRDM4,TMEM106C,Enhancer,chr12,48132930,48133929
1020,PRDM4,TMEM106C,Enhancer,chr12,48180383,48181382
1021,RFX6,TMEM106C,Enhancer,chr12,48117059,48118058
1022,RFX6,TMEM106C,Enhancer,chr12,48198893,48199892
